Timestamp,State
2023-12-06 15:26:18,Right
2023-12-06 15:26:19,Center
2023-12-06 15:26:19,Right
2023-12-06 15:26:19,Center
2023-12-06 15:26:20,Right
2023-12-06 15:26:20,Center
2023-12-06 15:26:20,Right
2023-12-06 15:26:20,Center
2023-12-06 15:27:18,Left
2023-12-06 15:27:21,Center
2023-12-06 15:27:31,Left
2023-12-06 15:27:31,Center
2023-12-06 15:27:31,Right
2023-12-06 15:27:32,Center
2023-12-06 15:27:32,Right
2023-12-06 15:27:32,Center
2023-12-06 15:27:33,Right
2023-12-06 15:27:33,Center
2023-12-06 15:27:34,Right
2023-12-06 15:27:34,Center
2023-12-06 15:27:35,Left
2023-12-06 15:27:35,Center
2023-12-06 15:27:35,Right
2023-12-06 15:27:36,Center
2023-12-06 15:27:43,Left
2023-12-06 15:27:43,Center
2023-12-06 15:27:54,Left
2023-12-06 15:27:55,Center
2023-12-06 15:27:55,Left
2023-12-06 15:27:55,Center
2023-12-06 15:27:56,Left
2023-12-06 15:27:56,Center
2023-12-06 15:28:02,Left
2023-12-06 15:28:03,Center
2023-12-06 15:28:48,Left
2023-12-06 15:28:59,Right
2023-12-06 15:29:09,Center
2023-12-06 15:29:09,Right
2023-12-06 15:29:09,Center
2023-12-06 15:29:18,Left
2023-12-06 15:29:19,Center
2023-12-06 15:29:19,Right
2023-12-06 15:29:19,Center
2023-12-06 15:29:20,Left
2023-12-06 15:29:20,Center
2023-12-06 15:29:24,Left
2023-12-06 15:29:25,Center
2023-12-06 15:29:25,Left
2023-12-06 15:29:25,Center
2023-12-06 15:29:26,Left
2023-12-06 15:29:27,Center
2023-12-06 15:29:30,Left
2023-12-06 15:29:31,Center
2023-12-06 15:29:36,Left
2023-12-06 15:29:36,Center
2023-12-06 15:29:38,Left
2023-12-06 15:29:38,Center
2023-12-06 15:29:39,Left
2023-12-06 15:29:39,Center
2023-12-06 15:29:41,Left
2023-12-06 15:29:41,Center
2023-12-06 15:29:43,Left
2023-12-06 15:29:43,Center
2023-12-06 15:29:43,Left
2023-12-06 15:29:43,Center
2023-12-06 15:29:44,Left
2023-12-06 15:29:44,Center

#start test

2023-12-06 15:30:02,Left
2023-12-06 15:30:04,Center
2023-12-06 15:30:04,Right
2023-12-06 15:30:06,Center
2023-12-06 15:30:09,Left
2023-12-06 15:30:09,Center
2023-12-06 15:30:15,Right
2023-12-06 15:30:17,Center
2023-12-06 15:30:18,Right
2023-12-06 15:30:19,Center
2023-12-06 15:30:35,Right
2023-12-06 15:30:36,Center
2023-12-06 15:30:48,Right
2023-12-06 15:30:48,Center
2023-12-06 15:30:48,Right
2023-12-06 15:30:48,Center
2023-12-06 15:30:58,Right
