Timestamp,State
2023-12-07 14:06:55,Right
2023-12-07 14:06:57,Center
2023-12-07 14:07:14,Right
2023-12-07 14:07:16,Center
2023-12-07 14:07:16,Right
2023-12-07 14:07:16,Center
2023-12-07 14:07:16,Left
2023-12-07 14:07:17,Center
2023-12-07 14:07:25,Left
2023-12-07 14:07:26,Center
2023-12-07 14:07:38,Right
2023-12-07 14:07:42,Center
2023-12-07 14:08:49,Left
2023-12-07 14:08:50,Center
2023-12-07 14:08:51,Left
2023-12-07 14:08:52,Center
2023-12-07 14:08:52,Left
2023-12-07 14:08:53,Center
2023-12-07 14:08:53,Right
2023-12-07 14:08:54,Center
2023-12-07 14:08:54,Left
2023-12-07 14:08:55,Center
2023-12-07 14:08:55,Right
2023-12-07 14:08:56,Center
2023-12-07 14:08:57,Left
2023-12-07 14:08:57,Center
2023-12-07 14:08:58,Right
2023-12-07 14:08:58,Center
2023-12-07 14:09:05,Right
2023-12-07 14:09:06,Center
2023-12-07 14:09:07,Right
2023-12-07 14:09:08,Center
2023-12-07 14:09:55,Right
2023-12-07 14:09:55,Center
2023-12-07 14:09:56,Right
2023-12-07 14:09:57,Center
2023-12-07 14:10:00,Right
2023-12-07 14:10:00,Center
2023-12-07 14:10:06,Left
2023-12-07 14:10:06,Center
2023-12-07 14:10:06,Left
2023-12-07 14:10:06,Center
2023-12-07 14:10:11,Left
2023-12-07 14:10:12,Center
2023-12-07 14:10:13,Left
2023-12-07 14:10:13,Center
2023-12-07 14:10:17,Right
2023-12-07 14:10:18,Center
2023-12-07 14:10:18,Right
2023-12-07 14:10:19,Center
2023-12-07 14:10:20,Right
2023-12-07 14:10:21,Center
2023-12-07 14:10:51,Left
2023-12-07 14:10:52,Center
2023-12-07 14:11:00,Left
2023-12-07 14:11:00,Center
2023-12-07 14:11:03,Left
2023-12-07 14:11:03,Center
2023-12-07 14:11:07,Left
2023-12-07 14:11:08,Center
2023-12-07 14:11:09,Left
2023-12-07 14:11:09,Center
2023-12-07 14:11:12,Right
2023-12-07 14:11:12,Center
2023-12-07 14:11:34,Left
2023-12-07 14:11:34,Center
2023-12-07 14:11:46,Left
2023-12-07 14:11:47,Center
2023-12-07 14:11:56,Left
2023-12-07 14:11:56,Center
2023-12-07 14:12:02,Right
2023-12-07 14:12:03,Center
2023-12-07 14:12:03,Right
2023-12-07 14:12:07,Center
2023-12-07 14:12:08,Left
2023-12-07 14:12:08,Center
2023-12-07 14:12:36,Right
2023-12-07 14:12:36,Center
2023-12-07 14:12:43,Left
2023-12-07 14:12:43,Center
2023-12-07 14:13:37,Left
2023-12-07 14:13:37,Center
2023-12-07 14:13:52,Left
2023-12-07 14:13:52,Center
2023-12-07 14:14:10,Left
2023-12-07 14:14:11,Center
2023-12-07 14:14:33,Left
2023-12-07 14:14:35,Center
2023-12-07 14:14:56,Left
2023-12-07 14:14:57,Center
2023-12-07 14:15:00,Left
2023-12-07 14:15:01,Center
2023-12-07 14:15:01,Left
2023-12-07 14:15:01,Center
2023-12-07 14:15:03,Right
2023-12-07 14:15:03,Center
2023-12-07 14:15:04,Right
2023-12-07 14:15:04,Center
2023-12-07 14:15:11,Right
2023-12-07 14:15:12,Center
2023-12-07 14:15:27,Left
2023-12-07 14:15:27,Center
2023-12-07 14:15:33,Right
2023-12-07 14:15:33,Center
2023-12-07 14:15:56,Left
2023-12-07 14:15:57,Center
2023-12-07 14:15:57,Left
2023-12-07 14:15:57,Center
2023-12-07 14:15:58,Left
2023-12-07 14:16:00,Center
2023-12-07 14:16:01,Right
2023-12-07 14:16:01,Center
2023-12-07 14:16:01,Right
2023-12-07 14:16:02,Center
2023-12-07 14:16:11,Left
2023-12-07 14:16:12,Center
2023-12-07 14:16:23,Left
2023-12-07 14:16:24,Center
2023-12-07 14:16:25,Left
2023-12-07 14:16:25,Center
2023-12-07 14:16:29,Left
2023-12-07 14:16:29,Center
2023-12-07 14:16:30,Left
2023-12-07 14:16:31,Center
2023-12-07 14:16:38,Right
2023-12-07 14:16:39,Center
2023-12-07 14:16:57,Right
2023-12-07 14:16:58,Center
2023-12-07 14:16:58,Right
2023-12-07 14:16:59,Center
2023-12-07 14:17:05,Left
2023-12-07 14:17:05,Center
2023-12-07 14:17:38,Right
2023-12-07 14:17:38,Center
2023-12-07 14:17:38,Right
2023-12-07 14:17:39,Center
2023-12-07 14:17:39,Right
2023-12-07 14:17:40,Center
2023-12-07 14:17:40,Right
2023-12-07 14:17:40,Center
2023-12-07 14:19:02,Right
2023-12-07 14:19:02,Center
2023-12-07 14:19:03,Right
2023-12-07 14:19:04,Center
2023-12-07 14:19:04,Right
2023-12-07 14:19:04,Center
2023-12-07 14:19:05,Right
2023-12-07 14:19:05,Center
2023-12-07 14:20:32,Left
2023-12-07 14:23:23,Center
2023-12-07 14:23:24,Left
2023-12-07 14:23:25,Center
2023-12-07 14:23:27,Left
2023-12-07 14:23:28,Center
2023-12-07 14:23:28,Left
2023-12-07 14:23:30,Center
2023-12-07 14:23:30,Left
2023-12-07 14:23:30,Center
2023-12-07 14:24:16,Left
2023-12-07 14:24:16,Center
2023-12-07 14:24:16,Left
2023-12-07 14:24:16,Center
2023-12-07 14:24:18,Left
2023-12-07 14:24:18,Center
2023-12-07 14:24:18,Left
2023-12-07 14:24:19,Center
2023-12-07 14:24:57,Right
2023-12-07 14:24:58,Center
2023-12-07 14:24:58,Right
2023-12-07 14:24:58,Center
2023-12-07 14:24:59,Right
2023-12-07 14:25:04,Center
2023-12-07 14:25:04,Right
2023-12-07 14:25:04,Center
2023-12-07 14:25:05,Left
2023-12-07 14:28:34,Center
