Timestamp,State
2023-12-11 10:49:05,Left
2023-12-11 10:49:16,Center
2023-12-11 10:49:22,Left
2023-12-11 10:49:23,Center
2023-12-11 10:49:27,Right
2023-12-11 10:49:29,Center
2023-12-11 10:49:38,Right
2023-12-11 10:49:40,Left
2023-12-11 10:50:48,Center
2023-12-11 10:50:48,Right
2023-12-11 10:50:51,Center
2023-12-11 10:50:53,Left
2023-12-11 10:50:54,Center
2023-12-11 10:50:54,Left
2023-12-11 10:50:55,Center
2023-12-11 10:50:56,Left
2023-12-11 10:50:56,Center
2023-12-11 10:50:56,Left
2023-12-11 10:50:56,Center
2023-12-11 10:50:57,Left
2023-12-11 10:50:57,Center
2023-12-11 10:51:05,Left
2023-12-11 10:51:06,Center
2023-12-11 10:51:10,Left
2023-12-11 10:51:13,Center
2023-12-11 10:51:13,Left
2023-12-11 10:51:13,Center
2023-12-11 10:51:13,Left
2023-12-11 10:51:13,Center
2023-12-11 10:51:13,Left
2023-12-11 10:51:13,Center
2023-12-11 10:51:14,Left
2023-12-11 10:51:14,Center
2023-12-11 10:51:17,Left
2023-12-11 10:51:17,Center
2023-12-11 10:51:17,Left
2023-12-11 10:51:18,Center
2023-12-11 10:51:19,Left
2023-12-11 10:51:19,Center
2023-12-11 10:51:21,Left
2023-12-11 10:51:21,Center
2023-12-11 10:51:36,Left
2023-12-11 10:51:36,Center
2023-12-11 10:51:36,Left
2023-12-11 10:51:38,Center
2023-12-11 10:51:40,Left
2023-12-11 10:51:41,Center
2023-12-11 10:51:41,Left
2023-12-11 10:51:41,Center
2023-12-11 10:52:16,Right
2023-12-11 10:52:17,Center
2023-12-11 10:52:18,Left
2023-12-11 10:52:19,Center
2023-12-11 10:52:22,Left
2023-12-11 10:52:22,Center
2023-12-11 10:52:23,Right
2023-12-11 10:52:24,Center
2023-12-11 10:52:25,Right
2023-12-11 10:52:25,Center
2023-12-11 10:52:26,Left
2023-12-11 10:52:28,Center
2023-12-11 10:52:28,Right
2023-12-11 10:52:30,Center
2023-12-11 10:52:35,Right
2023-12-11 10:52:36,Center
2023-12-11 10:53:05,Right
2023-12-11 10:53:06,Center
2023-12-11 10:53:19,Right
2023-12-11 10:53:20,Center
2023-12-11 10:53:21,Right
2023-12-11 10:53:21,Center
2023-12-11 10:53:24,Right
2023-12-11 10:53:25,Center
2023-12-11 10:54:06,Left
2023-12-11 10:54:07,Center
2023-12-11 10:54:19,Left
2023-12-11 10:54:19,Center
2023-12-11 10:54:25,Left
2023-12-11 10:54:26,Center
2023-12-11 10:54:29,Right
2023-12-11 10:54:30,Center
2023-12-11 10:54:43,Left
2023-12-11 10:54:44,Center
2023-12-11 10:54:46,Left
2023-12-11 10:54:47,Center
2023-12-11 10:54:48,Right
2023-12-11 10:54:48,Center
2023-12-11 10:54:48,Left
2023-12-11 10:54:49,Center
2023-12-11 10:54:49,Right
2023-12-11 10:54:49,Center
2023-12-11 10:54:49,Right
2023-12-11 10:54:50,Center
2023-12-11 10:54:50,Right
2023-12-11 10:54:50,Center
2023-12-11 10:54:50,Right
2023-12-11 10:54:51,Center
2023-12-11 10:54:51,Left
2023-12-11 10:54:52,Center
2023-12-11 10:55:13,Left
2023-12-11 10:55:14,Center
2023-12-11 10:55:23,Left
2023-12-11 10:55:24,Center
2023-12-11 10:55:48,Left
2023-12-11 10:55:48,Center
2023-12-11 10:55:55,Left
2023-12-11 10:55:56,Center
2023-12-11 10:56:07,Left
2023-12-11 10:56:07,Center
2023-12-11 10:56:16,Left
2023-12-11 10:56:17,Center
2023-12-11 10:56:27,Left
2023-12-11 10:56:27,Center
2023-12-11 10:56:48,Left
2023-12-11 10:56:48,Center
2023-12-11 10:56:49,Left
2023-12-11 10:56:49,Center
2023-12-11 10:57:14,Right
2023-12-11 10:57:15,Center
2023-12-11 10:57:47,Right
2023-12-11 10:57:48,Center
2023-12-11 10:57:57,Right
2023-12-11 10:57:57,Center
2023-12-11 10:58:17,Left
2023-12-11 10:58:18,Center
2023-12-11 10:58:20,Right
