Timestamp,State
2023-12-08 13:15:12,Left
2023-12-08 13:15:12,Center
2023-12-08 13:15:13,Left
2023-12-08 13:15:14,Center
2023-12-08 13:15:14,Left
2023-12-08 13:15:15,Center
2023-12-08 13:15:36,Left
2023-12-08 13:15:38,Center
2023-12-08 13:15:38,Left
2023-12-08 13:15:39,Center
2023-12-08 13:16:03,Left
2023-12-08 13:16:03,Center
2023-12-08 13:16:11,Left
2023-12-08 13:16:12,Center
2023-12-08 13:16:12,Left
2023-12-08 13:16:12,Center
2023-12-08 13:16:15,Right
2023-12-08 13:16:15,Center
2023-12-08 13:16:21,Left
2023-12-08 13:16:21,Center
2023-12-08 13:16:22,Right
2023-12-08 13:16:23,Center
2023-12-08 13:16:38,Right
2023-12-08 13:16:39,Center
2023-12-08 13:16:52,Right
2023-12-08 13:16:52,Center
2023-12-08 13:16:53,Right
2023-12-08 13:16:53,Center
2023-12-08 13:16:55,Left
2023-12-08 13:16:56,Center
2023-12-08 13:16:56,Left
2023-12-08 13:16:57,Center
2023-12-08 13:17:39,Right
2023-12-08 13:17:39,Center
2023-12-08 13:17:59,Right
2023-12-08 13:18:00,Center
2023-12-08 13:18:00,Left
2023-12-08 13:18:01,Center
2023-12-08 13:18:15,Right
2023-12-08 13:18:15,Center
2023-12-08 13:18:15,Right
2023-12-08 13:18:15,Center
2023-12-08 13:18:31,Right
2023-12-08 13:18:31,Center
2023-12-08 13:18:32,Right
2023-12-08 13:18:35,Center
2023-12-08 13:18:36,Left
2023-12-08 13:18:36,Center
2023-12-08 13:18:37,Right
2023-12-08 13:18:37,Center
2023-12-08 13:18:49,Right
2023-12-08 13:18:50,Center
2023-12-08 13:18:51,Left
2023-12-08 13:18:51,Center
2023-12-08 13:19:01,Left
2023-12-08 13:19:01,Center
2023-12-08 13:19:01,Left
2023-12-08 13:19:01,Center
2023-12-08 13:19:02,Left
2023-12-08 13:19:02,Center
2023-12-08 13:19:08,Right
2023-12-08 13:19:09,Center
2023-12-08 13:19:09,Right
2023-12-08 13:19:10,Center
2023-12-08 13:19:42,Left
2023-12-08 13:19:43,Center
2023-12-08 13:19:44,Left
2023-12-08 13:19:44,Center
2023-12-08 13:20:17,Left
2023-12-08 13:20:17,Center
2023-12-08 13:20:17,Left
2023-12-08 13:20:17,Center
2023-12-08 13:20:23,Right
2023-12-08 13:20:24,Center
2023-12-08 13:20:24,Right
2023-12-08 13:20:24,Center
2023-12-08 13:20:51,Left
2023-12-08 13:20:51,Center
2023-12-08 13:21:04,Left
2023-12-08 13:21:05,Center
2023-12-08 13:21:13,Right
2023-12-08 13:21:14,Center
2023-12-08 13:21:18,Left
2023-12-08 13:21:19,Center
2023-12-08 13:21:19,Left
2023-12-08 13:21:19,Center
2023-12-08 13:21:20,Left
2023-12-08 13:21:21,Center
2023-12-08 13:21:23,Right
2023-12-08 13:21:23,Center
2023-12-08 13:21:24,Right
2023-12-08 13:21:24,Center
2023-12-08 13:21:25,Right
2023-12-08 13:21:25,Center
2023-12-08 13:21:25,Right
2023-12-08 13:21:25,Center
2023-12-08 13:21:32,Left
2023-12-08 13:21:32,Center
2023-12-08 13:21:32,Left
2023-12-08 13:21:33,Center
2023-12-08 13:21:46,Left
2023-12-08 13:21:46,Center
2023-12-08 13:21:47,Left
2023-12-08 13:21:47,Center
2023-12-08 13:23:24,Right
2023-12-08 13:23:25,Center
2023-12-08 13:23:46,Right
2023-12-08 13:23:46,Center
2023-12-08 13:24:02,Right
2023-12-08 13:24:03,Center
2023-12-08 13:24:26,Right
2023-12-08 13:24:27,Center
2023-12-08 13:24:41,Right
2023-12-08 13:24:41,Center
2023-12-08 13:25:14,Right
2023-12-08 13:25:14,Center
2023-12-08 13:25:21,Right
2023-12-08 13:25:21,Center
2023-12-08 13:25:29,Right
2023-12-08 13:25:29,Center
2023-12-08 13:25:29,Right
2023-12-08 13:25:29,Center
2023-12-08 13:26:02,Right
2023-12-08 13:26:03,Center
2023-12-08 13:26:04,Left
2023-12-08 13:27:15,Center
2023-12-08 13:27:15,Left
2023-12-08 13:27:16,Center
2023-12-08 13:27:16,Left
2023-12-08 13:27:19,Right
2023-12-08 13:27:31,Left
