Timestamp,State
2023-12-08 13:34:12,Right
2023-12-08 13:34:14,Center
2023-12-08 13:34:15,Left
2023-12-08 13:34:15,Center
2023-12-08 13:34:15,Left
2023-12-08 13:34:16,Right
2023-12-08 13:34:18,Center
2023-12-08 13:34:52,Left
2023-12-08 13:35:33,Right
2023-12-08 13:35:34,Center
2023-12-08 13:35:40,Left
2023-12-08 13:35:42,Center
2023-12-08 13:35:42,Left
2023-12-08 13:35:43,Center
2023-12-08 13:35:44,Right
2023-12-08 13:35:44,Center
2023-12-08 13:35:45,Right
2023-12-08 13:35:46,Center

#test start

2023-12-08 13:36:30,Left
2023-12-08 13:36:30,Center
2023-12-08 13:36:30,Left
2023-12-08 13:36:31,Center
2023-12-08 13:36:34,Right
2023-12-08 13:36:35,Center
2023-12-08 13:36:35,Right
2023-12-08 13:36:35,Center
2023-12-08 13:36:37,Left
2023-12-08 13:36:37,Center
2023-12-08 13:36:43,Right
2023-12-08 13:36:44,Center
2023-12-08 13:37:07,Right
2023-12-08 13:37:08,Center
2023-12-08 13:37:37,Right
2023-12-08 13:37:37,Center
2023-12-08 13:37:58,Right
2023-12-08 13:37:58,Center
2023-12-08 13:38:15,Left
2023-12-08 13:38:16,Center
2023-12-08 13:38:24,Left
2023-12-08 13:38:25,Center
2023-12-08 13:38:47,Left
2023-12-08 13:38:48,Center
2023-12-08 13:38:51,Left
2023-12-08 13:38:52,Center
2023-12-08 13:39:11,Left
2023-12-08 13:39:12,Center
2023-12-08 13:39:16,Left
2023-12-08 13:39:16,Center
2023-12-08 13:39:16,Left
2023-12-08 13:39:16,Center
2023-12-08 13:39:19,Right
2023-12-08 13:39:20,Center
2023-12-08 13:39:20,Right
2023-12-08 13:39:20,Center
2023-12-08 13:39:24,Right
2023-12-08 13:39:25,Center
2023-12-08 13:39:25,Right
2023-12-08 13:39:25,Center
2023-12-08 13:39:25,Right
2023-12-08 13:39:29,Center
2023-12-08 13:39:39,Left
2023-12-08 13:39:39,Center
2023-12-08 13:39:39,Left
2023-12-08 13:39:40,Center
2023-12-08 13:39:45,Left
2023-12-08 13:39:45,Center
2023-12-08 13:39:50,Right
2023-12-08 13:39:51,Center
2023-12-08 13:39:59,Left
2023-12-08 13:40:00,Center
2023-12-08 13:40:06,Right
2023-12-08 13:40:06,Center
2023-12-08 13:40:06,Right
2023-12-08 13:40:09,Center
2023-12-08 13:40:09,Right
2023-12-08 13:40:09,Center
2023-12-08 13:40:10,Right
2023-12-08 13:40:10,Center
2023-12-08 13:40:35,Left
2023-12-08 13:40:36,Center
2023-12-08 13:41:06,Left
2023-12-08 13:41:06,Center
2023-12-08 13:41:27,Left
2023-12-08 13:41:28,Center
2023-12-08 13:41:37,Right
2023-12-08 13:41:37,Center
2023-12-08 13:41:47,Left
2023-12-08 13:41:48,Center
2023-12-08 13:41:50,Left
2023-12-08 13:41:51,Center
2023-12-08 13:42:04,Right
2023-12-08 13:42:04,Center
2023-12-08 13:42:04,Right
2023-12-08 13:42:04,Center
2023-12-08 13:42:07,Left
2023-12-08 13:42:08,Center
2023-12-08 13:42:08,Left
2023-12-08 13:42:09,Center
2023-12-08 13:42:13,Right
2023-12-08 13:42:14,Center
2023-12-08 13:42:17,Left
2023-12-08 13:42:17,Center
2023-12-08 13:42:25,Right
2023-12-08 13:42:26,Center
2023-12-08 13:42:26,Right
2023-12-08 13:42:26,Center
2023-12-08 13:42:31,Left
2023-12-08 13:42:32,Center
2023-12-08 13:42:32,Left
2023-12-08 13:42:33,Center
2023-12-08 13:42:45,Left
2023-12-08 13:42:45,Center
2023-12-08 13:43:08,Right
2023-12-08 13:43:09,Center
2023-12-08 13:43:09,Right
2023-12-08 13:43:09,Center
2023-12-08 13:43:14,Right
2023-12-08 13:43:15,Center
2023-12-08 13:43:16,Left
2023-12-08 13:43:17,Center
2023-12-08 13:43:20,Right
2023-12-08 13:43:21,Center
2023-12-08 13:43:37,Right
2023-12-08 13:43:38,Center
2023-12-08 13:44:11,Right
2023-12-08 13:44:12,Center
2023-12-08 13:44:14,Left
2023-12-08 13:44:15,Center
2023-12-08 13:44:16,Right
2023-12-08 13:44:18,Center
2023-12-08 13:44:20,Left
2023-12-08 13:44:21,Center
2023-12-08 13:44:26,Right
2023-12-08 13:44:27,Center
2023-12-08 13:44:29,Right
2023-12-08 13:44:30,Center
2023-12-08 13:44:34,Right
2023-12-08 13:44:35,Center
2023-12-08 13:44:36,Left
2023-12-08 13:44:37,Center
2023-12-08 13:44:42,Left
2023-12-08 13:44:42,Center

#End test

2023-12-08 13:44:55,Right
2023-12-08 13:44:56,Center
2023-12-08 13:44:56,Right
2023-12-08 13:44:56,Center
2023-12-08 13:44:56,Left
